Emotion,Text
joy,I did it! I took care of the babies all by myself!
neutral,Is not as important as the fact that Phoebe took care of the babies all by herself.
neutral,"You’re right, you’re right I shouldn’t freak out."
neutral,‘Cause this is what will happen when you and I have babies!
neutral,When will that be?
anger,"Phoebe, would you take a look at this mess!!!!"
joy,Hey Ross! The baby’s kicking!
joy,It’s not kicking right now. Although we would love to see you do  that again.
joy,"Hey, when-when was it kicking? What happened?"
joy,Last night! I just felt it and I went into Joey’s room and he was sleeping
neutral,A dreamless sleep.
joy,"So c'mon, you guys, tell me all the dirt!"
neutral,"Well, the biggest news is still you dumping Barry at the altar!"
neutral,Alright. Let's talk reality for a second.
neutral,Okay.
neutral,When are you coming home?
neutral,"C'mon, this is us."
neutral,I'm not! This is what I'm doing now. I've got this job-
neutral,"Okay, I'm not just waitressing."
neutral,I'm..
neutral,"I, um..."
neutral,"I write the specials on the specials board, and, uh... and I, uh..."
sadness,"I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies."
neutral,"We get off around midnight, why don't we pick you up then?"
neutral,"So, um, will you bring the truck?"
neutral,I'll even let you ring the bell.
joy,"See, there you go, the cleansing works!"
neutral,They're nice guys.
joy,"Oh, they're firemen guys."
neutral,Your son.
anger,"No-no-no. I don't have a son named Jordie. We all agreed, my son's name is Jamie."
neutral,"Well, Jamie was the name of Susan's first girlfriend, so we went back to Jordie."
anger,"Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp."
neutral,I got it.
neutral,I got it.
anger,"I got it! Hey, you get to sleep with her, I get the cramps."
neutral,"No, you don't."
anger,"All right, that's it. I want both of you out."
anger,He started it!
anger,"No, you started it."
anger,"I don't care. I am trying to get a person out of my body here, and you're not making it any easier."
anger,Now go!
anger,Thanks a lot.
anger,See what you did.
neutral,"Yeah, listen..."
anger,Out
joy,"Oh, and I can also speak a little French. Voulez-vous coucher avec moi ce soir?  Why? What did I say?"
neutral,"Well, you just asked if I wanted to go to bed with you tonight."
neutral,"Knock, knock, knock, knock, hi."
neutral,"Um, could you please tell Sergei that um, I was fascinated by what Boutros Boutros Gali said in the New York Times."
neutral,You didn’t say Boutros Boutros Gali.
neutral,Boutros Boutros Gali.
neutral,He says he was too.
neutral,Interesting.
neutral,So I was wondering....
joy,"Okay, ah, before you get all talky again, umm, could you also please tell Sergei that I really like his suit."
joy,"Eh, he said, thank you very much, he thinks you look very pretty tonight, your hair, golden like the sun."
neutral,So you're a chef?
joy,I’m also thinking about opening up my own restaurant.
neutral,"Monica, can I talk to you behind my menu, please.  What are you doing?"
neutral,"Well, I was having a conversation."
anger,"Yeah but, Mischa is so interested in you, that Sergei and I haven’t been able to say two words to each other."
anger,What do you want me to do? Just sit here silently while you three have a conversation?
neutral,That would be great. Thank you.
neutral,"Oh, y'know the same thing happened to me one time."
neutral,Don't you remember when we were jogging in the park and we saw that really pretty bird and wanted to take a picture—I didn't have my camera!
joy,"Oh, this is so good  you have got to try it."
anger,"Oh, damn! I got it on my pants."
neutral,"Here, I'll get it."
neutral,We'd better take these pants off upstairs or that stain's gonna set.
joy,Yep.  I'm gonna wear these on our date tonight.
joy,"Okay, bye!  Oh my God!!"
sadness,"Yeah, wow, sorry Rach."
neutral,Action!
anger,I found the picture!
anger,The picture of my wife! In your pack!
anger,You went through my personal property?
anger,Why do have a picture of Paulette in your pack?!
anger,"Because Vincent, we were lovers.  For two years!"
joy,Cut! Wonderful!
joy,Great scene yeah?
joy,"Oh you’re awesome! And, in that last speech? You soaked me."
neutral,Here’s your call sheet for tomorrow.
neutral,I know.
joy,"So Chandler, your parents must’ve been thrilled when you told them you were engaged."
neutral,"Oh yeah, I should probably call them."
joy,I remember when we first got engaged.
neutral,"Oh, I don’t think I ever heard that story."
joy,"Well, I’d gotten Judy pregnant. I still don’t know how that happened."
neutral,What a sweet story.
joy,"Anyway, we’re really excited about our wedding plans, and well I guess pretty soon we’ll be making a big withdrawal from the Monica wedding fund."
fear,"You tell her Jack, I can’t do it."
neutral,"We have it. Only now, we call it the beach house."
neutral,"After applying the Waxine and linen strips to leg number one,"
joy,Did that!
neutral,Grasp one of the linen strips by its ‘easy grab tab’ and pull it off in one quick pain free motion.
neutral,"Huh, well, the girls in the satin nighties on the commercial don’t seem to think it’s that bad."
anger,That’s because their nerves are probably deadened from being so stupid.
neutral,"But hey, y'know if you don’t believe me, please, by my guest."
neutral,"Now umm, remember I’m still learning."
neutral,"One, two, three, four!"
joy,You know the song! Sing along!
neutral,So?
sadness,No!
neutral,David who?
sadness,"David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!"
neutral,"Oh, you say someone’s name enough, they turn around."
neutral,"Yeah, I’m just, I’m just in town for a conference. Umm,"
joy,Well… Yeah. You look great too. Did you get a haircut?
neutral,Yeah. Well I-I got like thirty of them.
neutral,Yeah.
joy,Yes! Santa's coming!
sadness,"Hey, uh, I’m really, really sorry about what happened in the cafeteria today."
neutral,"It’s no big deal. Hey, y’know, you do what you gotta do. Right?"
neutral,"But hey, it’s not just me, I mean the scientists and the tour guides"
neutral,Whatever.
neutral,"Okay, Mon, back me up here."
neutral,"Where you work the uh, waiters eat with the waiters, right?"
neutral,"And the chefs eat with the other chefs, right?"
sadness,I eat by myself in the alley because everybody hates me.
neutral,"Look, Ross, really it’s-it’s no big deal."
sadness,"Y’know you wear a white coat, I wear a blue blazer, if that means we can’t be friends at work, then so be it."
neutral,"Y’know, hey I understand."
neutral,Y’know?
neutral,"Hey, when I’m in a play and you’re in the audience, I don’t talk to you, right?"
neutral,"So it’s y’know, it’s uh, it’s cool."
neutral,I’ll see you tomorrow.
neutral,"Yeah, when we’re in the audience he doesn’t talk to us, but he does wave."
joy,You did look like an idiot.
neutral,"Hey, I wasn't the only one who looked like an idiot."
neutral,All right?
joy,"Remember when Ross tried to say, ""Butternut squash?"""
joy,"And it came out, ""Squatternut buash?"""
neutral,Yeah that's the same.
sadness,That's it. That's my worse Thanksgiving.
neutral,Oh wait! That can't be the one Rachel's talking about. She didn't even know that happened. So which one was it?
sadness,"Umm, I-I really don't want to tell this story."
neutral,"Oh, come on Monica, reliving past pain and getting depressed is what Thanksgiving is all about."
sadness,"Y'know, for me anyway."
sadness,"And of course, the Indians."
anger,"Look umm, of all people, you do not want me to tell this story!"
neutral,"Hi, guys."
joy,Hi! Phoebe.
neutral,Hi Phoebe.
sadness,"I-I wanted to apologise if I—y’know seemed a tad edgy yesterday at my shower. Y’know it’s just the hormones, y’know."
neutral,No we
neutral,Hormones.
neutral,"hormones, yeah."
neutral,Your parents’?
neutral,"Yeah, they’re out of town."
neutral,"Yeah-yeah, it’s this"
neutral,Yeah that works.
fear,They-they-they can smell fear.
joy,Bing! Ho! And the Bing-ette!
neutral,"Honey, you remember my boss Doug right?"
neutral,"Yes, hi."
joy,"Hi. So good news, the divorce is final. I signed the papers this A.M."
sadness,"I didn’t know you and Carol were getting divorced, I’m sorry."
joy,"Sorry? Finally chewed my leg out of that bear trap. Hey, congratulations to you guys though!"
neutral,No leg-chewing for us sir.
neutral,"Oh well, give it time."
joy,"So the divorce, the marriage, we’ve got a lot to celebrate."
neutral,How about we all go out to dinner tomorrow night?
joy,"Tomorrow night it is then, I should be out of court by six."
joy,They keep throwing these sexual harassment cases at me and I keep knocking them out of the park!
joy,"Okay, I’ll see you tomorrow!"
neutral,"Just so you know, we’re not seeing him tomorrow."
neutral,No.
neutral,"Now maybe you just like wanna but the whole duck in there! Who cares, y'know? Now I got the legs"
neutral,"How many times have I told you guys, you"
neutral,Hi Chandler.
neutral,Hey!
neutral,"Uh, listen, I need that broiling pan that Joey borrowed the other day."
sadness,"Oh that was yours? Uh, yeah, we used it when the duck was throwing up caterpillars."
neutral,William Sonoma
neutral,Expect it in 4-6 weeks.
neutral,"Umm, hey, umm, Joey's gonna be at the telethon for the rest of the day, we have the whole place to ourselves."
neutral,"Yeah, so?"
neutral,"Well I just, thought maybe you'd wanna book some time with the best you'd ever had."
neutral,"Y'know what, champ? I think I'll pass."
neutral,Why?
neutral,What's your point?
neutral,"So uh, what’s your name?"
neutral,It's Jake.
neutral,"Joey.  Hey Jake, do you like the Knicks?"
neutral,"Yeah, big fan."
joy,"Me too! There’s a game on Tuesday, do you wanna go?"
joy,Yeah that would be great! Let me make sure I’m not doing anything Tuesday.
neutral,Hi! Sorry I’m late. Were you sleeping?
joy,"Ahh, nooo!!"
joy,"Oh, great!"
neutral,"Listen, oh I had to get you a whole new battery."
neutral,"I got you the best one I could, ‘cause that’s not where you want to skimp."
joy,"You’re a genius, Ross."
neutral,"Yeah, well it came to about $112, but what the hell, just call it an even 110?"
neutral,"Okay, I’ll pay you tomorrow."
sadness,"So they ah, they all took off, it was pretty hard watching them go, y'know?"
neutral,"Yeah, okay, bye."
neutral,So I’m gonna take off then!
joy,"Oh wow, you look great! Glad you could make it."
neutral,"Oh well, y'know, the gala had to end sometime."
neutral,"Don't go anywhere, I'll be right back."
neutral,"Yeah, sure.  All right, whose court is the ball in now?"
neutral,I thought there wasn't a ball?
neutral,"Oh, come on! He's glad that I came, he doesn't want me to go anywhere, balls flying all over the place!"
neutral,"Rachel, this is my friend Tom."
joy,You two could really hit it off! I'm gonna go mingle.
neutral,So you work at
neutral,"Yeah, okay, at ease solider!"
neutral,"No, it's all right, you can just drop the act Tommy."
sadness,"I'm gonna go talk to uh, a friend."
joy,Man! He just keeps lobbing them up and I just keep knocking them right out of the park!
neutral,I think I need a drink.
joy,Yeah!
neutral,"Hey, Pheebs?"
anger,"No, I can't talk to you! I don't have a fancy ad in the Yellow Pages!"
sadness,"Look, Pheebs, I just, I wanna apologize for, for saying that your method was stupid and-and maybe ask you to be my teacher again."
neutral,"And-and I promise, I won't touch a guitar until you say I'm ready."
joy,Uh-huh!
joy,Wow! Cool!
neutral,Was the chord at least right
anger,No!
neutral,"Well, this has been fun."
joy,"Yes. Yes, thanks for letting me use your phone... and for saving my life."
neutral,"Well, goodbye Chandler. I had a great blackout.  See ya."
neutral,"Hi, um, I'm account number 7143457."
neutral,"And, uh, I don't know if you got any of that, but I would really like a copy of the tape."
neutral,We’re beginning to see a lot of layering of sheer fabrics and colours. For instance a sheer navy blouse over a pink....
joy,I’m really glad we came.  You’re so pretty. I love you.
neutral,"Okay, that’s a fire. Oh yeah. Oh yeah."
neutral,"Excuse me, I’m sorry, I’m gonna have to call you back, I’ve got a Schemp in my office."
neutral,What are you doing?
neutral,I’m sorry.
neutral,"But ah, hey, oh, somebody’s off the phone, how ‘bout a glass of wine by the fire, I could get it going again."
neutral,"Ross you’re not listening to me, I don’t have time to stop."
neutral,"Come on Rach, you don’t have what, ten minutes?"
anger,I don’t have ten minutes!!
neutral,"What?  Sophie, does she have ten minutes?"
anger,"Hey, Ross!!! I told you I don’t!"
sadness,"Don’t yell at me okay, this is the most I’ve seen you all week."
neutral,"Look, I cannot do this right now, okay, I’ve got a deadline, would you just go home, I’ll talk to you later."
neutral,"Yeah, but wait..."
neutral,Good bye!
neutral,"Actually, that’s our three hole punch."
neutral,I'll tell you what.
neutral,"When we're 40, if neither one of us are married, what do you say you and I get together and have one?"
neutral,"Oh, no, no. I just meant hypothetically."
anger,"Ok, hypothetically, why won't I be married when I'm 40?"
neutral,"No, no, no."
anger,What is it? Is there something fundamentally unmarriable about me?
neutral,"Uh, uh."
neutral,Hey.
neutral,"Yeah, well, it's an important day. I wanna look nice. Um, has uh Dr. Franzblau been by?"
neutral,"No, I haven't seen him."
neutral,"Rachel, what is the deal with you and doctors, anyway? Was, like, your father a doctor?"
neutral,"Yeah, why?"
neutral,No reason.
joy,I'm the holiday armadillo! I'm a friend of Santa's and he sent me here to wish you  a Merry Christmas!
joy,"Yes! Yes! Please, just give it to me!"
neutral,"Yeah, that’s her."
neutral,Thank you.
neutral,Y’know what would work?
anger,Stop making candy!
neutral,You mean they like you.
neutral,Maybe.
anger,"Oh, you really want to talk about getting people to like you huh, funny man?"
anger,"We were on the platform, ready to dance the world into the new Millennium, and the guy yelled ‘CUT!’"
joy,"Yeah. But of course we had to update it a little bit.  Hey, by the way, great thinking about catching me!"
joy,‘Cos I was gonna say there’s no way you could’ve done the end the way you guys did it back then!
joy,"I don’t know, I mean you were a lot bigger, I mean, stronger back then."
neutral,"I can do it, okay? Come on, let’s go."
neutral,"1, 2, 3, 4, 5, 6, 7, 8"
sadness,I can’t do it!
neutral,"Now you do that, you’re on TV."
joy,Hey!
neutral,"So, what are you guys in the market for? We’ve got uh, scarves, tulip post cards..."
neutral,Check this out? Huh?  Yeah. That’s the stuff. What do you think?
neutral,"Well, I don’t have to buy that, ""I’m with stupid"" T-shirt anymore."
neutral,"Well, I like it. Here you go."
anger,"All right, look, you’re not really gonna buy that are you? Don’t you think you’ve embarrassed me enough for one day?"
neutral,How can I answer that when I’m pretending I don’t know you?
neutral,Oh really? Then how come no one here is wearing them?
neutral,They’re all tourists.
neutral,Oh yeah?  If you’re gonna make me choose between you and the hat? I choose the hat.
anger,Good choice.
joy,Thanks.
anger,"Okay, wait. All right, that’s it, okay, I’m out of here. I am not going to be embarrassed anymore!"
anger,"Y'know, so I don't read as many important books as you do, and I don't write trick poems that seem to be about one thing but are actually about something else."
neutral,"And y'know what, I get excited about stupid stuff, like when I my"
anger,You don't even know me...
sadness,"The Empty Vase is not about you. My baby, you make me so sad that you would think this."
sadness,"I'm sorry, my friend Phoebe..."
neutral,"No, it's about all women. Well, all American women. You feel better now?"
neutral,Oh yeah.
neutral,"Okay, forward. Forward—Stop!  Okay, back—Stop!  Okay, forward—Stop! Stop! Stop!"
neutral,"Okay, here’s what we’re gonna do."
neutral,"Okay, I’m gonna break into this mini-van and put it in neutral."
neutral,You guys push it forward so Ross can drive out of his spot.
neutral,Okay?
neutral,"All right, here we go."
neutral,Haul ass!!!
neutral,"So it said that by the year 2030, there'll be computers that can carry out the same number of functions as an actual human brain."
neutral,So theoretically we could download our thoughts and our memories into this computer...
joy,...and live forever as a machine!
joy,"That's so Janine, you-you-you know what, do you know we're doing right now?"
neutral,"You and I, we're interfacing."
fear,"Yeah, I gotta go."
joy,Ba dum bumb cheshhh!
neutral,"David, can you help me?! I'm trying to explain to Chandler how a plane stays in the air."
neutral,"Oh, certainly. That's a combination of Bernoulli's principle and Newton's third law of motion."
neutral,See?
fear,"Yeah, that's the same as ""it has something to do with wind""."
neutral,"Alright, I'm gonna go pick up a few things for the trip."
neutral,"Oh, I should go, too."
neutral,"Oh, now... tomorrow do you guys wanna share a cab to the airport or should Mike and I just meet you there."
anger,"Oh... Mike's sister just invited me to a party tonight, he's gonna be there."
sadness,"And she was like ""Oh, don't worry!"
neutral,I asked him.
anger,"He's totally ok with seeing you!""."
joy,So now I have to go so he'll think that I'm totally ok with seeing him!
anger,"Which you're not, because you've totally hung up on him!"
neutral,Exactly!
neutral,And you're gonna want him to eat his heart out so you're gonna have to look fabulous!
anger,"I didn't even think about that!  Aaargh,"
neutral,"Hey Pheebs, I'm-I'm taking Charlie shopping, why don't you come and I'll help you find something."
joy,"Ok, that'll be great!"
joy,"Julie hi! Chandler Bing, I, I guess you remember me."
neutral,Hello Skidmark.
neutral,"It’s a nickname, I’ll explain later."
neutral,It’s pretty clear.
neutral,"Ah, uh, I owe you a long overdue apology. I never should have broken up with you because you were overweight."
sadness,"You-you-you didn’t know that.  Well, I guess my work here is done!"
joy,Ni-chou chi-ma!
neutral,Hi everyone.
neutral,"I just, I wanted to thank you for our uh, our little talk before."
neutral,"Well, I was going to, but after I talked to you, I talked to Joey."
fear,"What did, what did he say?"
neutral,"Basically he told me to get over myself and just do it, ya know."
neutral,"So I though about what you said and I though about what he said and, well, his way I get to have sex tonight so."
joy,"Oh, great!"
joy,"We couldn’t keep our eyes off each other all night and then every once and a while y’know, he’d kinda lean over and stroke my hair and touch my neck."
joy,"Okay, stop it Phoebe, you’re getting me all tingly."
joy,"All I could think of was y’know, ""Is he gonna kiss me? Is he gonna kiss me?"""
neutral,And did he?
joy,"I’m a lady Monica, I don’t kiss and tell. But this hickey speaks for itself."
neutral,"Okay-okay, I got it. I got it."
joy,I just like him so much that I just feel like I’ve had 10 drinks today and I’ve only had six.
joy,"Oh, I haven’t had that feeling since I first started going out with Chandler."
sadness,"Wow, I’m never gonna have that feeling again, am I?"
sadness,I’m never gonna get to sleep with anyone else!
sadness,"I mean, I…I’m never gonna have a first kiss again."
neutral,You’ll have a last kiss.
joy,Thank you so much for coming back over.
sadness,"Oh good, you’re here. Yeah, and I was worried that it was going to be uncomfortable."
neutral,"I know Mona, just hear me out."
neutral,"First of all, I’m so sorry about my father yelling at you, but I heard you totally held your own."
neutral,You’re gonna have to tell me how you did that.
neutral,Focus.
neutral,"Okay. Um…But—Okay, yes Ross and I used to date. And yes we are gonna have a baby. But we are"
neutral,All right where’s that turkey!
joy,Not now! These are my Thanksgiving pants!
neutral,No.
anger,No!
joy,"Oh, would you look at that Monica?"
joy,"I just knocked off all of your top scores, how sad."
anger,"Okay, I’m next.  Don’t! Don’t start another game! I said I’m next! Phoebe!"
joy,"Oh, I’m sorry. I didn’t hear you over all the winning."
anger,Chandler! Phoebe’s hogging the game!
neutral,Remember I had to leave the room the other day when you had that roast chicken?
neutral,Yeah. But I thought that was because I put the whole thing on my hand and made it walk across the table.
neutral,"Anyway, it just doesn’t seem worth it to make a whole turkey for just three people. Okay? It’s a lot of work."
joy,But you gotta have turkey on Thanksgiving!
sadness,"I mean, Thanksgiving with no turkey is like-like Fourth of July with no apple pie!"
sadness,Or Friday with no two pizzas!
sadness,All right fine! If it means that much to you! But just—there’s gonna be a ton left over.
joy,No there won’t! I promise I will finish that turkey!
neutral,"All right, you’re telling me you can eat an entire turkey in just one sitting?"
joy,That’s right!
joy,‘Cause I’m a Tribbiani!
neutral,And this is what we do!
joy,We can eat!
joy,Look at this!
joy,Yes indeedy!  With a beautiful view of...
neutral,Hi.
neutral,Hi.
anger,"Y'know what? I cannot do this with my left hand! Would you please, help me with this too?"
neutral,Okay. Let’s use this brush.
neutral,Okay. This stuff?
neutral,Yeah.
neutral,All right.
neutral,"Careful. Light. Okay, do you know how, just sweep it across the lid. Okay? Just sweep it."
sadness,Okay-Dokey
neutral,Where exactly is your zoo?
neutral,"Well, it's technically not a zoo per se, it's more of an interactive wildlife experience."
neutral,"Let me ask you some questions about, is it, uh, Marcel?"
neutral,Yes.
neutral,"Does he, uh, fight with other animals?"
neutral,"No-no, he's, he's very docile."
neutral,Even if he were... cornered?
neutral,"Well I, I don't know. Why?"
neutral,"Uh, how is he at handling small objects?"
neutral,"He can hold a banana, if that's whatcha mean..."
neutral,"How about a hammer, or a small blade?"
neutral,Otherwise it's just cruel.
joy,"He- he- he got in, he- he got in to San Diego."
neutral,"We, we come back from our walk and the- the phone was ringing..."
neutral,...He's in.
joy,"He's in! Oh, did you hear that, Marcel? San Diego. San Diego!"
neutral,"I mean, San Diego's all well and good, but if you give him to me, I'll start him off against a blind rabbit and give you twenty percent of the gains."
neutral,My specimen is in the    room and I just want to thank whoever knocked on the door while I was in there.
joy,Really helped speed the process along!
neutral,Sid is still in his room.
joy,I don't allow porn at home so    this is like a vacation for him.
neutral,Did you make your deposit?
joy,Yeah! yeah... The hard part is over!
fear,"That's not the hard part honey! The hard part is what comes    next, I mean aren't you worried about the results?"
joy,I haven't... I haven't even thought about the results yet...    I just assumed that everything was gonna be ok.
neutral,"Oh! Well, you know what? It probably is."
fear,"Phoebe, where's your purse?"
anger,"No, no! Give it to me!"
anger,You can't have it.
anger,Give it to me!
anger,No
anger,I'll go in there.
anger,Oh yeah.
neutral,Phoebe come here
joy,Haha!
anger,Damn you Monica Geller hyphen Bing!
neutral,I just had sex.
neutral,"Well, you never told me how old you were."
joy,I wasn't thinking. I was too busy fallin'...
fear,Don't say it.
joy,...in love with you.
sadness,Sorry.
anger,"Well,fall out of it."
anger,"You know, you shouldn't even be here, it's a school night."
joy,"Oh god, oh god."
neutral,Who?
sadness,"That’s right, still no baby!  Come on people! Please make some room!"
neutral,"Uh sweetie, maybe you’d be more comfortable here?"
anger,You. Like you haven’t done enough.
neutral,"Look, I-I know how miserable you are, I wish there was something I can do."
neutral,I mean I wish I were a seahorse.
neutral,"Because with seahorses it’s the male, they carry the babies."
anger,"And then also umm, I’d be far away in the sea."
joy,God.  I have never been so uncomfortable in my entire life!
neutral,"Oh I know, I’ve been there. I remember toward the end"
neutral,"Oh Phoebe, that’s a great story."
sadness,Can you tell it to me when you’re getting me some iced tea?
anger,"Oh God, get out!"
anger,Get out!!
anger,Get out!!
anger,Get out!
neutral,Let’s.
joy,"All right, I know! I know. Yeah, it’ll be okay."
fear,Oh my God….What’s he gonna do now?
fear,I can’t watch!
neutral,Oh.
sadness,"Seriously, how can you watch this?"
fear,Aren’t you scared?
fear,Terrified.
joy,Oh-hey-hey-hey! There you are!
neutral,"Umm, listen there's something I think you should know."
neutral,"Yeah, Joey already told me, and I am so-so fine."
neutral,"I mean, you and I we're just, y'know, we're nothing, we're goofin' around."
neutral,"Umm, actually I was about to tell you that I was, I was going to get out of it, but hey, if we're just goofing around then uh, maybe I"
joy,Fine! Maybe I will too!
fear,"Well, it was quite large. I-I-I-I-I had to throw most of it away."
fear,You-you-you-you  threw my sandwich away!
anger,MY SANDWICH?!!!
anger,MY SANDWICH!!!!!!
neutral,"What’s the matter, Pheebs?"
anger,She cancelled! My namesake cancelled on me!
sadness,"Yeah, she clamed she had to go out of town suddenly."
sadness,"She’s avoiding me, she doesn’t want to tell me where my Father is."
sadness,"She knows, and she won’t tell me."
sadness,"Aww Pheebs, that sucks!"
sadness,"Yeah, well, don’t “Aww Pheebs, that sucks!” me yet."
neutral,Where ya going?
neutral,"Well, she’s out of town so, there’s gotta be something in her house that tells me where my Father is."
fear,"Uh, Pheebs, some people call that breaking and entering."
anger,"Well, are any of those people here?!"
neutral,"Wait-wait-wait, wait! Puppies. Cute or ugly?"
joy,"Ohh, so cute."
anger,"Uh-huh, well! But umm, still I’m-I’m mad at you."
anger,I know. I’m mad at me too.
neutral,"Well umm, do you wanna get something to eat? I’m kinda hungry."
sadness,"All right, stop it. Now you’re just doing it to freak me out."
neutral,"Ok, you can do this."
neutral,It's just like pulling off a Band-aid.
neutral,"Just do it really fast, and then the wound is exposed."
sadness,"Janice. Hi, Janice. Ok, here we go. I don't think we should go out anymore. Janice."
anger,"All right. Well, there you go.  Stop it, stop it, stop it."
neutral,Go for it.
neutral,"I’m just saying, get his number just in case."
neutral,But no: Chandler is in an accident and can’t perform sexually and he would want you to take a lover to satisfy the needs that he can no longer fulfill.
joy,"Op, can I just tell you something? Very flattered but umm, I’m engaged."
joy,"I did, but that was really fun."
neutral,Hey.
neutral,Chandler. I sensed it was you.
neutral,Unagi. I’m always aware.
joy,"Okay, are you aware unagi  is an eel?"
neutral,What’s up?
neutral,I can’t figure out what to make Monica.
anger,"Oh, why don’t you make her one of your little jokes."
fear,I’m going crazy! Okay? Do you have any thing around here that looks homemade?
neutral,Y’know what?
neutral,She’d-she’d love this.
neutral,"Uh, it’s an exact replica of Apollo 8."
neutral,I made it in the sixth grade.
neutral,"Yeah, I guess I could use that. I could say that your love sends me to the moon."
neutral,"Yeah-yeah, except Apollo 8 didn’t actually land on the moon."
joy,"But you-you-you could write that umm, your love lets me orbit the moon twice and return safely."
neutral,"Wait a minute, I can’t give this to her."
neutral,Why not?
neutral,"Because it says ""Captain Ross"" on the side and ""I hate Monica"" on the bottom."
anger,Oh. Oh I just cannot believe Clark stood me up!
neutral,He might still show up.
anger,"Oh, what are you, stupid? It’s been three hours."
neutral,Is that all?
sadness,"I should just go on to happier things, okay? Umm, why don’t you tell about your lovely wedding?"
neutral,"Well actually uh, there was something we wanted to tell you about the wedding."
neutral,"Um, it’s going to be a small ceremony."
neutral,We’re not even sure why we’re having it.
neutral,It’s actually going to be just family.
neutral,"Come here to me. No-no, you come here to me."
joy,Hey Ross! I brought reinforcements.
joy,"Oh great! What, you brought Joey?"
neutral,"Well, I brought the next best thing."
joy,"Ohh, Joey has the nicest friends!"
joy,"Ohh, and the nicest girlfriend!"
joy,You're so sweet!
joy,"Ohh, you're so sweet!"
neutral,Huh.
neutral,Well? Aren't you gonna do something?
neutral,Uhh….
anger,"You'd better do something, or I'm gonna walk out that door right now! Well? Are you gonna?"
neutral,Nah.
fear,"How could you pick up a hitchhiker?! He could be a rape—, a rapist or a killer or something!"
anger,"Y’know what? I’m not talking to you! You go back to sleep!  And you, are you a rapist?!"
anger,No!
neutral,Do you like car games?
neutral,"Yeah, y’know the license plate game?"
neutral,I
joy,"Ooh, I’ll play! I’ll play!"
anger,No-No! You need your sleep. Night-night! Shh!
neutral,"Pheebs, can you help me pick out an engagement ring for Monica?"
anger,I can’t figure this out!
sadness,It’s so hard!
sadness,Should I get her a  Tiffany cut or a Princess cut or a—ah-ah!
sadness,Paper cut!
neutral,"Now, have you told anyone else?"
neutral,"No, I don’t want to tell anybody else because I don’t want Monica to find out."
anger,"Well, it’s because I trust you, you’re one of my best friends, and you walked in on me when I was looking at ring brochures."
neutral,Me too.
neutral,Hey.
neutral,Hey.
joy,"Hey! So Chandler, wanna go to the coffeehouse?"
neutral,Oh all right.
neutral,"Oh perfect, we were just gonna see if you wanted to go."
neutral,"Oh well, we don’t because we got…the…other pl-place."
neutral,"Just a sec, give me a minute to wake up for this—Ah-ha-ha!!"
joy,You lost the ring!
anger,You’re the worst best man ever!
anger,"Dude, this isn’t funny!"
fear,What am I gonna do?!
joy,"I go to bed last night, everything’s cool!"
fear,"I wake up this morning, the stripper’s gone and the ring is gone!"
fear,Of course!!
anger,What difference does that make?!
anger,"Well, I'm just—if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference!"
neutral,"Joey, do you have a minute?"
fear,"Dude, what am I gonna"
anger,"Uh, Rachel's here, so good luck man, let me know how it works out."
fear,"Oh, Joey, I have such a problem!"
neutral,"Oh well, you're timing couldn't be better. I am putting out fires all over the place."
neutral,"Okay. Okay. Okay. Joey, I have"
neutral,"What-what is it, what is it?"
fear,"Oh no, no-no-no-no! I don't want to know!"
anger,"Yes! Yes! Yes, you do want to know! This is unbelievable!"
fear,"I know, I know! I just can't keep this one in, so I pick up the phone"
anger,I'm not listening to you!
joy,Oh! Yay! Look! There’s a piece that doesn’t have floor on it!
anger,"Hey, come on now!"
neutral,"All right, what are we havin’?"
neutral,"Uhh, I don’t believe in these crazy diets y’know, just everything in moderation."
neutral,I’ll take those to go.  For the kids.
neutral,"Oh, I know what I wanted to ask you. You were on the show years ago and then they killed you off. What happened there?"
anger,"It was so stupid, I said some stuff in an interview that I shouldn’t have said."
neutral,"But believe me, that’s not gonna happen today."
neutral,"Understood. So, what’d you say back then?"
neutral,"Well, I said that I"
neutral,Ha!
joy,So you like the drums!
joy,"That's, that's great!"
neutral,"Y’know, I was worried, that, you know, they would maybe an unbearable living situation."
sadness,"All right, okay, well, apparently not!"
joy,"So, yay!"
neutral,"Hey-hey, Pheebs, check it out, we already learned a song.  Ready? One, two, three, four..."
joy,Tequila!!
joy,That's fun.
sadness,Yes! And he said really mean things that were only partly true.
anger,I’m gonna go down there and teach that guy a lesson.
fear,"Joey, please don’t do that. I think it’s best that we just forget about it."
anger,"That’s easy for you to say, you weren’t almost just killed."
neutral,"All right that’s it, school is in session!"
neutral,"Oh yeah, gym member. I try to go four times a week, but I’ve missed the last 1200 times."
neutral,So why don’t you quit?
joy,You don’t think I’ve tried? You think I
neutral,Who is Maria?
joy,"Oh Maria. You can’t say no to her, she’s like this lycra spandex covered gym…treat."
neutral,You need me to go down there with you and hold your hand?
anger,No!
neutral,So you’re strong enough to face her on your own?
fear,"Oh no, you’ll have to come."
neutral,"Pheebs, I don’t think anyone's mad about that."
anger,Exactly! Because it's in the past!
